,Datetime,Open,High,Low,Close,Volume
464,2024-07-23 11:30:00,249.05,249.92,248.1,248.945,5334272
465,2024-07-23 11:00:00,247.31,249.66,247.1,249.08,6151119
466,2024-07-23 10:30:00,249.02,249.49,245.63,247.285,9007733
467,2024-07-23 10:00:00,249.57,249.93,247.7,248.983,9616794
468,2024-07-23 09:30:00,253.6,255.759,248.57,249.402,18315152
469,2024-07-23 09:00:00,254.099,254.8,244.48,253.47,385830
470,2024-07-23 08:30:00,254.605,254.89,253.41,254.06,374538
471,2024-07-23 08:00:00,251.51,255.55,248.29,254.78,768581
472,2024-07-23 07:30:00,254.92,255.55,254.44,255.5,208393
473,2024-07-23 07:00:00,253.34,255.29,253.0,254.97,338458
474,2024-07-23 06:30:00,253.7,253.89,253.2,253.41,71668
475,2024-07-23 06:00:00,253.35,253.9,253.05,253.68,51971
476,2024-07-23 05:30:00,253.87,253.93,253.11,253.42,71837
477,2024-07-23 05:00:00,252.5,254.03,252.39,253.89,99351
478,2024-07-23 04:30:00,250.88,253.1,250.67,252.5,103336
479,2024-07-23 04:00:00,251.75,252.9,249.19,250.9,202391
480,2024-07-22 19:30:00,251.86,252.0,251.39,251.6,154494
481,2024-07-22 19:00:00,252.644,252.79,251.66,251.705,98360
482,2024-07-22 18:30:00,251.92,252.82,251.9,252.624,133858
483,2024-07-22 18:00:00,251.34,251.95,251.3,251.911,88276
484,2024-07-22 17:30:00,251.33,251.48,240.3,251.37,56429
485,2024-07-22 17:00:00,251.313,262.934,238.454,251.33,52240
486,2024-07-22 16:30:00,251.31,251.6,251.04,251.33,976784
487,2024-07-22 16:00:00,251.75,251.98,249.285,251.36,8437817
488,2024-07-22 15:30:00,251.94,252.79,251.289,251.69,7550781
489,2024-07-22 15:00:00,251.86,252.08,250.67,251.945,5564274
490,2024-07-22 14:30:00,251.4,253.21,250.95,251.841,5766729
491,2024-07-22 14:00:00,251.38,252.42,251.1,251.395,4430973
492,2024-07-22 13:30:00,250.97,252.23,250.64,251.35,5105631
493,2024-07-22 13:00:00,250.23,251.22,250.001,250.965,4459518
